"","logFC","logCPM","LR","PValue","FDR"
"RP11.73E6.2",4.94273199510058,-1.60095509231169,50.3132231408314,1.31063425260464e-12,2.62743136219646e-11
"LYN",-1.45173908110477,1.35303393318251,50.2386271611013,1.36141431430925e-12,2.72638137996065e-11
"FAM198B",3.49705760977045,-1.17036500998388,50.1147787970913,1.45010722403626e-12,2.9009704998056e-11
"POU2AF1",-1.2569054427266,2.36403851013558,50.062567456825,1.48920938965388e-12,2.97609188963643e-11
"ZNF385A",1.42510905654102,1.77320393757304,49.9797046145657,1.55344469276764e-12,3.10123167853769e-11
"AC005534.6",4.10982248499995,-1.19807956229115,49.9618435128728,1.56764985039063e-12,3.12633704571146e-11
"RPS26P43",4.50816681704142,-1.46833571205373,49.9500025009689,1.57713873575742e-12,3.14199445955411e-11
"ATP5F1P3",4.44282656941167,-1.51014770431035,49.9350201153588,1.58922740148296e-12,3.16152506803218e-11
"CCT8P1",1.61690550758987,1.06920478144333,49.9337727188346,1.59023804568728e-12,3.16152506803218e-11
"LGMN",2.64891509754193,-0.705437209777733,49.9247950759618,1.59753075429851e-12,3.17273576824192e-11
"RP11.76N22.3",4.4347478332379,-1.36118183097341,49.7654084145252,1.73272062308158e-12,3.4376675443454e-11
"PPIAP3",3.06732262302413,-0.86939123391287,49.7287014635987,1.76544303533687e-12,3.49896948687374e-11
"RPL21P41",4.55151418788234,-1.433029539348,49.7259531600548,1.7679177510432e-12,3.50025820988275e-11
"HNRNPA1P12",3.73916228753931,-1.2631140406039,49.7121596394967,1.78039068807645e-12,3.5213191083244e-11
"RPS7P7",3.71338660866192,-1.3019829800006,49.5791671377818,1.90526153695293e-12,3.76441221281585e-11
"CCR12P",-1.38045356649978,1.90605510065356,49.52337992785,1.96021684271084e-12,3.86900824356044e-11
"MPDZ",4.24859659876938,-1.50160338718402,49.512642243136,1.97097505663722e-12,3.88624424065623e-11
"RP11.11M20.2",3.94013452436694,-1.24898228566266,49.4723578587313,2.01186579140663e-12,3.9627972492953e-11
"RPL7AP66",2.19602449926016,-0.164233792017867,49.4635642647224,2.02090402529869e-12,3.97651730516464e-11
"IGF1",-1.16182318266517,3.11851458357461,49.4020018713836,2.08532739458431e-12,4.09907849027664e-11
"TIE1",-1.6920705779324,0.47851102907886,49.2668262379935,2.234087921592e-12,4.38699864644242e-11
"MMP3",3.45655007979054,-1.1835030975413,49.1399410326195,2.38337439142674e-12,4.67536172796749e-11
"MEGF6",1.68088918475708,0.552555615251753,49.0956203755298,2.43783915041155e-12,4.77731808995358e-11
"ACTBL2",3.75509825917035,-1.29809286482529,49.0509857488506,2.4939486446491e-12,4.88228619873397e-11
"BNC2",4.0038006916983,-1.26739115780868,49.0272458679285,2.52431629894207e-12,4.93669808309925e-11
"GAPDHP14",3.40380805992362,-1.22086471186505,48.9723088918708,2.59601735054519e-12,5.07175080144699e-11
"RP11.242C24.2",5.07114379673168,-1.52800576625953,48.9671431278191,2.60286339992113e-12,5.07995262741474e-11
"RP11.364L4.1",3.14901661197133,-0.906825854898962,48.9486936920041,2.62746177293241e-12,5.12274940179961e-11
"ENC1",1.32935695138709,1.80071342870057,48.908259828907,2.68218836814069e-12,5.22414049165271e-11
"MORF4",4.54725410732642,-1.56393926741178,48.8821766999155,2.71809527755342e-12,5.28870769775481e-11
"DST",1.99717109989338,0.267980923667693,48.7981894347837,2.83701588544868e-12,5.51450352201954e-11
"SPAG1",-1.20313655124382,2.79970214559267,48.7590246519617,2.89423727327372e-12,5.62003462426683e-11
"KIRREL",3.42993743979192,-0.884795461327339,48.7192787317667,2.95348869445811e-12,5.729290253102e-11
"RP11.538P18.1",6.59364429974126,-1.86580042043378,48.7040272388867,2.97654586635846e-12,5.76818509556434e-11
"CYP26B1",4.50480477286614,-1.51707966091093,48.5730350517044,3.18214595831858e-12,6.16039053585691e-11
"RP11.778D9.4",1.21552401547178,2.80434010834821,48.5429247395631,3.23138027708514e-12,6.24939824756839e-11
"IL2RA",-0.887781507603081,9.89616115961086,48.3925704941348,3.48887497259023e-12,6.74059077030651e-11
"IER3",-0.955036434836775,7.43620594418266,48.2786062806699,3.69764428508823e-12,7.13675106734584e-11
"PDIA3P",1.19623207936725,3.17597351261314,48.276150740117,3.70227753601611e-12,7.13851201291147e-11
"RAI2",-1.98122509163174,-0.0763793634094897,48.2382099805285,3.77460917981217e-12,7.27067039304181e-11
"SMPD3",1.07037123508427,4.15596635775511,48.1171638766266,4.01496532863092e-12,7.72588864892519e-11
"GAPDHP21",3.1417474325465,-0.923879777451353,48.0547858800416,4.14474714843632e-12,7.96763266961431e-11
"IGFBP2",1.01759732675755,6.2101812108291,48.0005211054855,4.26105896338411e-12,8.18302464589831e-11
"PLXNA2",2.21736915840733,-0.355372104734587,47.9139374536123,4.45344532168319e-12,8.54393484964919e-11
"CPQ",1.27545789763605,1.91645721006389,47.7615053059264,4.81351108052163e-12,9.22549551246827e-11
"RP11.3L10.3",3.512995159861,-1.29590331266796,47.7486473592955,4.84518411153362e-12,9.27693185426872e-11
"IL13",-0.900061446733817,8.35264505455694,47.6502846099506,5.09448406355466e-12,9.74453407370849e-11
"CTD.2643K12.1",5.27874127096579,-1.75399389947257,47.6295756226822,5.14858515283075e-12,9.83820778456753e-11
"ICOS",-1.02034936165356,6.15903837540556,47.5318843807121,5.41165492533965e-12,1.03306069395663e-10
"GAPDHP59",6.90715543487284,-1.61511958873785,47.4773087189077,5.56443377857869e-12,1.0611696028035e-10
"GAS2L1",1.16660920035974,4.07350315915673,47.4671295956935,5.59340319505968e-12,1.06563495826435e-10
"GPR85",4.19668011353955,-1.4958300750973,47.407134885976,5.76723867281583e-12,1.09766343192432e-10
"MYO1E",-0.93041651044746,5.64216648251192,47.3155477835985,6.04309782003435e-12,1.14902707311555e-10
"GRIK2",3.69624377343245,-1.23683316555834,47.2436949491596,6.2687305083816e-12,1.19074846339902e-10
"TSC22D1",1.1112994673154,3.1967051263161,47.1088266499697,6.71525902662594e-12,1.27430508828703e-10
"RPL12P4",1.62730503920565,0.779010772474598,47.0900333428377,6.77995776994488e-12,1.2853111641936e-10
"DPEP2",1.36501313899145,1.32847903103256,47.077689914063,6.82279091040291e-12,1.29215442858914e-10
"TBX21",-0.939403122887224,6.04584476675605,47.0438217645261,6.94171346081486e-12,1.31338040183169e-10
"CCDC80",3.21831556799841,-0.992714213958925,47.0040266849941,7.08410103230187e-12,1.33899978625332e-10
"RP11.9L18.2",2.0548613638829,-0.194627260261122,46.9881680577589,7.14165470826232e-12,1.34854966120091e-10
"RP11.416K24.2",3.75197797110097,-1.24104502259392,46.974521724407,7.19155404575638e-12,1.35663681777617e-10
"TNF",-0.947917822914484,5.93932242979026,46.9589127619959,7.24905791690312e-12,1.36614121940851e-10
"AQP3",1.16750405560461,2.97396933275115,46.858879007285,7.62866907852621e-12,1.43627101345952e-10
"IL4I1",-1.39770582124907,1.80868778772324,46.7441615298154,8.08855576218228e-12,1.52136217938693e-10
"RP11.214N16.2",6.54351888951177,-1.90454763313453,46.7298357522241,8.14790136213922e-12,1.53102338523644e-10
"RANP8",3.79429318091114,-1.44997038821444,46.7228008343112,8.17720337503218e-12,1.53502589774944e-10
"RPL7AP3",3.96036529447592,-1.46409164714907,46.6030138456636,8.69264562606764e-12,1.63018970025521e-10
"RPL5P32",4.97644426646237,-1.50665581584018,46.5667348181965,8.85507797507559e-12,1.65902998976392e-10
"RP11.506B6.3",3.63506411949502,-1.33471746935985,46.5522306100266,8.92086462924001e-12,1.66972476011678e-10
"AC015977.5",3.87946153352882,-1.30871536210931,46.5272716761921,9.03521786423133e-12,1.68948006554852e-10
"TRIM3",1.30163147667226,1.61380423619172,46.3721793389107,9.77942313385375e-12,1.82685718425496e-10
"BNC1",3.41057579829232,-1.27832603527312,46.3238611024896,1.00235816428146e-11,1.87064604880738e-10
"TAGLN",1.31662620367773,1.51995957474037,46.2620271579789,1.03449570142366e-11,1.92874635877676e-10
"FAT1",3.50326836275505,-1.35543700561029,46.1774925440949,1.08010687426187e-11,2.01183013424408e-10
"SETBP1",-1.45363054243411,1.02294032573474,46.1065592193141,1.11992879665049e-11,2.08398001588164e-10
"PDLIM1",1.40346815479714,1.48789776799283,46.0737165081892,1.13886111893022e-11,2.11715606266244e-10
"PALLD",1.36490505134355,1.44196937161156,46.0558486717248,1.14929530522493e-11,2.13448503685772e-10
"RPL17P1",6.51262981432132,-1.92786641486319,46.0177891912542,1.17184075489582e-11,2.17425192288938e-10
"HOXA7",4.84553139745629,-1.70667998748979,45.998939586941,1.18317013632273e-11,2.19199838472102e-10
"GS1.541M1.1",6.5120192207777,-1.92808860226926,45.9980780724803,1.18369055333384e-11,2.19199838472102e-10
"LAMB3",-1.39617263871706,1.58161951930803,45.9579423078125,1.20819111716226e-11,2.2352118209024e-10
"RP11.864G5.1",2.81252776189988,-0.881332985774412,45.9536854653161,1.21081926209233e-11,2.23791594828915e-10
"RP11.436M15.4",3.92010376007846,-1.48189820050581,45.9269409470985,1.2274625447445e-11,2.26453148395631e-10
"ALDOC",0.939305541520577,6.27670629420551,45.9267530707959,1.22758026756037e-11,2.26453148395631e-10
"LPIN3",2.17429684341539,-0.27631811555558,45.9181978076421,1.23295296395726e-11,2.27225769582326e-10
"DIP2C",2.35594151260789,-0.259926037637711,45.8848547839358,1.25411789943394e-11,2.30904528796931e-10
"HSF4",1.27767229484214,1.80943572142573,45.7583893948028,1.33775198639542e-11,2.46066844285677e-10
"PUS7",-1.08013718091416,4.46106066297176,45.7324089562571,1.35561270000938e-11,2.49113310820689e-10
"RPS3AP50",3.50286387563465,-1.24001860719936,45.6344404701104,1.4251364012044e-11,2.61638678058435e-10
"NPM1P39",1.58477231139932,0.754075601111696,45.6013675997193,1.44940347798928e-11,2.65839442879773e-10
"RP11.128A6.2",4.06264280499101,-1.51230016069317,45.5780957702909,1.46672656085006e-11,2.68759780992439e-10
"RP11.460H18.2",4.15507324225275,-1.59094131991137,45.5332465502993,1.50069807822036e-11,2.74722257926122e-10
"CACNB3",1.17938854942568,2.56045952882631,45.4894481626396,1.53463355101355e-11,2.80666774796901e-10
"SERPINB9",-0.962952134973218,7.59600226812573,45.4677865100089,1.55170003151786e-11,2.8351776290162e-10
"NRIP3",-1.17795617759879,2.10543723169939,45.3730410747885,1.62860736182027e-11,2.97286700632938e-10
"LDB2",6.49194265840647,-1.94290936872077,45.3555854386896,1.64318726214044e-11,2.99663000229698e-10
"SORCS2",3.49253453311118,-1.38510127188457,45.3301028916968,1.66470655939466e-11,3.032991010635e-10
"SLC12A8",-1.62899501621689,0.405563381953198,45.3181446900704,1.67490194076495e-11,3.0486711322178e-10
"C3",1.75979184611457,0.430661802325277,45.2679764391794,1.71836016345032e-11,3.12480945362979e-10
"CTC.448F2.3",3.83009531984321,-1.21244406351664,45.2631897339363,1.72256516657218e-11,3.12948984097417e-10
"RP11.76E16.2",3.77540351377883,-1.45814695104367,45.2205707542849,1.76046191186274e-11,3.19531331874046e-10
"CFLAR",-0.872784689018728,6.62317110288351,45.2028766549829,1.77643958063093e-11,3.2212659125146e-10
"CTD.2026C7.1",4.82060021195727,-1.7249269475807,45.1819192292788,1.79555187653738e-11,3.25284822959109e-10
"SLC35G2",-1.36767655005025,1.59524617794484,45.1116458054788,1.86115309081427e-11,3.36851151389355e-10
"RPL10AP6",1.56872878898094,1.02570801871734,45.0748642759015,1.8964400749068e-11,3.42914258596484e-10
"CNTNAP1",1.84198731825558,0.0494148436953087,45.0668339849096,1.90423269040334e-11,3.43999097602525e-10
"PTPRN2",1.13804410862428,2.82736552895693,45.0347113809273,1.9357263826078e-11,3.49359460492293e-10
"HNRNPA1P51",2.93748881494929,-1.11293027995722,45.0307774476684,1.93961895517127e-11,3.49732985478955e-10
"RPS12P23",3.47245573050624,-1.32297189273415,44.895093766711,2.0787807596529e-11,3.74473322760008e-10
"RPL5P5",2.79613923759046,-0.888386603333685,44.8799754414094,2.09489269328982e-11,3.77021729087854e-10
"FTH1P11",1.9959719546367,-0.130805350705376,44.7474160406434,2.24162575774683e-11,4.03051454192812e-10
"LARP4",-1.0322579288977,5.76345258791619,44.7221546068776,2.27073381335377e-11,4.07902885853859e-10
"RP11.123M21.2",4.37628708271531,-1.67377554552905,44.6551059551571,2.34983993694466e-11,4.21718233772528e-10
"AFAP1L2",-0.929831698972918,5.24666726967713,44.6298493214858,2.38034862673809e-11,4.26794284149254e-10
"PLEKHA7",-1.0822483684131,3.54642021611489,44.55846079378,2.46874326273547e-11,4.42230060649673e-10
"PPIAP29",2.05048664566523,-0.139877165860601,44.5317393996963,2.50266882111602e-11,4.47889004973049e-10
"CTD.2179L22.1",3.45724219531355,-1.36984567004838,44.4820170691801,2.56704332086602e-11,4.58981604015048e-10
"RP11.512F24.1",1.78282030069138,0.187010186251146,44.4621990099656,2.59316094266888e-11,4.63219671183449e-10
"AF131215.1",4.44867369191016,-1.64016268759899,44.3978736855565,2.67978000898065e-11,4.78247250905058e-10
"SOGA2",2.72769165360145,-0.980716161265819,44.3046498353055,2.81047866920717e-11,5.0110625714442e-10
"RPS17P5",3.42171788627633,-1.23690614100547,44.2806583721094,2.84513447820928e-11,5.06814345073769e-10
"PRR5L",-1.18673373988927,2.44625898215736,44.2707847026358,2.85952099032064e-11,5.08904547303353e-10
"ADC",1.09134225680154,2.98148100756874,44.1979875746621,2.9678624040686e-11,5.27696387600149e-10
"CTD.2593A12.4",5.33321579785424,-1.85315486262615,44.056539501381,3.1902624259341e-11,5.66714672606904e-10
"NDFIP2",-1.09321027029456,5.62654574102317,44.0293504686114,3.2348860833666e-11,5.74109986210806e-10
"GOLM1",-1.22310650510136,1.83464785466092,43.9681282371886,3.33766688514283e-11,5.91803504542192e-10
"GPX1P2",5.21252237009867,-1.80432157387057,43.9494442516945,3.36968009679965e-11,5.96928094710077e-10
"VANGL2",3.07170687190485,-1.18789468614063,43.8789429560083,3.49326979541745e-11,6.18250747463873e-10
"ADAMTS1",1.89966228374278,0.0204342437259471,43.8758286721518,3.49883261102206e-11,6.18664549700076e-10
"FHOD3",4.70562084986448,-1.70747355731066,43.7730741402331,3.68743366557022e-11,6.50958242682462e-10
"SMARCE1P5",2.86967388903849,-1.02659588903117,43.7726385694713,3.6882544164495e-11,6.50958242682462e-10
"ARHGEF4",1.33435047008481,1.50661757508186,43.7585950846387,3.71481492708995e-11,6.55043422575558e-10
"LAIR2",-2.60681693791667,-0.852137461861395,43.6976643261083,3.83228874169722e-11,6.75137369232885e-10
"RP3.406P24.1",2.26928160450727,-0.501949323860211,43.5352046719431,4.16400530280167e-11,7.32903135176606e-10
"PRKD3",-1.0646502243094,4.65660810958869,43.5067628297141,4.22496751601536e-11,7.42951437165487e-10
"SHF",1.47055890194596,1.158264083936,43.4357362414231,4.38113548736858e-11,7.69707731915441e-10
"EIF4BP2",3.03061596777034,-1.20519639266322,43.4211894728842,4.41382583058008e-11,7.74741523876293e-10
"AHCYP7",3.85533923904915,-1.55244444265511,43.3912302383796,4.48192320838213e-11,7.85975290245075e-10
"GAP43",4.6637085581877,-1.75230355810942,43.3384085116761,4.60455871559644e-11,8.06743917431211e-10
"CD80",-1.05825467094956,3.27076239338101,43.3297301846897,4.62502589975748e-11,8.09590528164664e-10
"RPL5P30",1.92944803528104,0.0130539149175561,43.2960446651158,4.70533710149083e-11,8.22897833109404e-10
"CXCL13",-2.35168015375702,-0.746299846239008,43.1228638085467,5.14079779117344e-11,8.98235023894922e-10
"TRIM2",3.24352820696096,-1.01469676484675,43.1046133561515,5.18897571237297e-11,9.05828016759558e-10
"WDR43",-0.941867564337116,5.94325647315742,43.0363506878355,5.37321795690011e-11,9.37095278596368e-10
"SLC39A14",-0.994396016284178,5.87968158121962,43.0346622270333,5.37785718913006e-11,9.37095278596368e-10
"MGLL",-1.33134676955691,1.17003534816514,42.9271246382023,5.68173924255113e-11,9.89148524213642e-10
"NAP1L1P3",2.61901736644633,-0.891399285657418,42.9129138458875,5.72316167533783e-11,9.95456543439313e-10
"RXRA",2.13363662514189,-0.386286909582566,42.8942379396395,5.77805929669394e-11,1.00409481528146e-09
"RP11.146N23.1",2.08214315753426,-0.304258424063154,42.7806584421557,6.12346197961388e-11,1.06275389074354e-09
"PPP1R2",-1.04464823459723,5.43334733390811,42.7796269491563,6.12669170269669e-11,1.06275389074354e-09
"PLXNA4",1.00925505492641,4.3915919068374,42.7612770081725,6.18443329731653e-11,1.07180083838318e-09
"AC009480.4",4.28868439673746,-1.41375776121162,42.7065481628909,6.35990335376215e-11,1.10121611770692e-09
"PTGES",2.78345451418473,-1.01991621576851,42.6563897462867,6.52509303509711e-11,1.12879990873163e-09
"SLC25A32",-1.01974190837805,5.21529834141307,42.6505531053487,6.54459203673959e-11,1.1311531371608e-09
"RPL7P26",3.01943663186791,-1.1299818453384,42.647382194769,6.55520982822402e-11,1.13196850184049e-09
"CEBPD",2.85778718843004,-1.14578071846178,42.5694107296423,6.82179210443975e-11,1.17694317916975e-09
"CLMP",4.63842247699285,-1.758326810555,42.5590043442705,6.85818260071597e-11,1.1821584294226e-09
"SNX33",-1.17607908540498,1.8865193175885,42.3967063574125,7.45154193787304e-11,1.28328395043173e-09
"GNLY",1.03582821207376,5.16932346404894,42.3928367180235,7.46629957448361e-11,1.28467226310734e-09
"ACSL4",-0.970944862034164,5.70995558436798,42.3839215713877,7.50041069210737e-11,1.28938511763512e-09
"TGFB1I1",1.39787508284198,1.04736177724705,42.368328641414,7.56044778820365e-11,1.29854244240544e-09
"RPL36P2",5.12567046154463,-1.86952632905705,42.3635636681181,7.578890036799e-11,1.3005456650804e-09
"RCAN1",-1.01045207959424,4.00615236485542,42.3550872068948,7.61180852041673e-11,1.30389022383682e-09
"NRP2",-0.897166396685455,5.51462107382622,42.3550449047938,7.61197315974584e-11,1.30389022383682e-09
"RP11.313E4.1",5.25170085070873,-1.89076305275024,42.2202658882125,8.15505346007437e-11,1.39567083525002e-09
"ALOX5",1.0382912822721,3.4848233034569,42.213830052486,8.18193510212314e-11,1.39902339513576e-09
"ARHGEF25",1.7391568087949,0.114884859682222,42.1725970747701,8.35627693997323e-11,1.42756164820469e-09
"NEK8",1.09276091523316,2.60655152394359,42.1456644997796,8.47215644480818e-11,1.44607047503243e-09
"FCGBP",1.11928838545505,3.07219519654001,42.0251811534606,9.01055847440550e-11,1.53660057183529e-09
"RPS15P5",2.81527226251577,-1.07590070351418,41.9610236255714,9.31109822627883e-11,1.5864424464579e-09
"LY9",1.44674453285194,0.742490848941225,41.9542037435101,9.34362954828123e-11,1.59057260766438e-09
"RP11.941H19.1",4.18920429672723,-1.70605825271775,41.9371231560024,9.42560534260231e-11,1.60310495122186e-09
"PA2G4P1",1.84708749058945,0.0747209852396147,41.93103946179,9.45497669836743e-11,1.60667606694579e-09
"FMN1",4.59287634338434,-1.7931499835988,41.9204746812399,9.50620006824691e-11,1.61395086999396e-09
"RPS3P7",5.14809496515601,-1.44574000996608,41.8935560937125,9.63797404122583e-11,1.63487649850502e-09
"MEOX1",1.69857665107832,0.20691830986125,41.7904285793625,1.01599562976656e-10,1.72189718702045e-09
"ADAMTS2",3.58327564053408,-1.53403699774831,41.7646987371263,1.02945411231531e-10,1.74316656176251e-09
"SQLE",-0.863297096582384,6.74652965669696,41.7289002065665,1.04847660538715e-10,1.77381161149492e-09
"ATF4P4",2.49934711057683,-0.724111091217771,41.454755506763,1.20630753944316e-10,2.03903173076802e-09
"THRA",1.00206602713589,3.92668924813432,41.3382697313874,1.28037492891573e-10,2.16232332845496e-09
"KITLG",3.12832961024449,-1.19632976840081,41.3058148577106,1.3018105775346e-10,2.19659067106431e-09
"TSPAN18",-1.1041864342048,2.71899772365897,41.2059461928349,1.37005122462843e-10,2.30970410760073e-09
"ASS1P12",4.175597602026,-1.72568569145341,41.1227041953642,1.42965933330981e-10,2.4073384214315e-09
"PAK1IP1",-1.00322854161739,4.63839966244814,41.121589731211,1.43047474612036e-10,2.4073384214315e-09
"SLC25A4",1.03967157781212,3.26325063204456,41.1183230708999,1.43286752567552e-10,2.40925183874538e-09
"WDFY3",3.76354658972646,-1.41723257563409,40.9727816053952,1.54364105064886e-10,2.59323586310843e-09
"TIMP1",1.03201932932314,4.50242242513797,40.9454590744877,1.5653730286017e-10,2.62744370548763e-09
"NR2F1",3.63152401216409,-1.56814550191803,40.8702048398626,1.62682585361511e-10,2.72820402111939e-09
"AC093106.5",3.96325318014032,-1.67515610075776,40.7638305605801,1.71783333035761e-10,2.87830851029788e-09
"SEC13P1",4.63740189405378,-1.83524703808736,40.7341512185462,1.74412263807744e-10,2.91980740065582e-09
"EIF3KP1",4.69489933889369,-1.82093224281379,40.6765436936592,1.79630520450584e-10,3.00454362235786e-09
"RP11.317B3.2",5.22781631387399,-1.93117908040838,40.6681936931497,1.80399747454198e-10,3.01478149382299e-09
"RNF150",6.33449959018449,-2.05874176659395,40.6153518221031,1.85344748477519e-10,3.09472497784265e-09
"PURG",6.33415217313315,-2.05958956671629,40.6055200161285,1.86279682330723e-10,3.10763104827385e-09
"ADM2",1.34265369084043,1.1222584049562,40.5770535324089,1.89013348037515e-10,3.15049616168525e-09
"DDAH2",1.00297220718323,4.5816281053396,40.517320649993,1.94880810693337e-10,3.24547600099971e-09
"PHACTR2",-1.09710795868391,3.86209971583111,40.5061633487769,1.95996816245892e-10,3.2612306328512e-09
"UBE2MP1",2.12766857710038,-0.376335709234652,40.4606771322379,2.00613159691383e-10,3.33515031947936e-09
"ABHD1",2.91770466841844,-1.19754362495833,40.3451324867231,2.12835033207226e-10,3.53527282431224e-09
"RP11.405A12.1",1.8516544205691,-0.178144880072707,40.3146567360741,2.16181064581528e-10,3.58774543598323e-09
"BEND5",-1.30384840866125,1.43454704306401,40.2613604792745,2.2215970552851e-10,3.68378042399694e-09
"RPL35P2",2.5499882925779,-0.960038912634569,40.247577826589,2.23732564621228e-10,3.70665738536983e-09
"HOXD9",6.33348266346509,-2.06043723014612,40.2403278463745,2.24564392550629e-10,3.71722853415343e-09
"NT5E",-1.30084530659265,1.2414621192409,40.2297125312324,2.25787931385347e-10,3.73425988243784e-09
"PRKG2",3.36659331892381,-1.41347299776841,40.1886739060276,2.30581211764408e-10,3.81025025641702e-09
"MIR142",1.026307471472,4.34633738734422,40.1617950671258,2.33775716041058e-10,3.8597135217278e-09
"RP11.85G20.2",4.3671077052114,-1.71269131593065,40.1389669940357,2.3652356274021e-10,3.90089168995045e-09
"DTNA",4.36411434621872,-1.68302448713685,40.1377045724845,2.36676462189331e-10,3.90089168995045e-09
"RPS4XP5",3.58355057364013,-1.37291662784527,40.0803507952473,2.43728294493777e-10,4.01367152777949e-09
"GOT2P2",2.4610234236732,-0.857464482117719,40.0746601231351,2.44439350332956e-10,4.02192876169619e-09
"TANC1",1.72310818293278,0.078967096143896,39.993838835201,2.54765163214701e-10,4.18823449552189e-09
"LRRK1",2.21146949832593,-0.635511707284505,39.924518192134,2.63968850955783e-10,4.33582397738587e-09
"RP4.814D15.2",2.6984265044279,-0.971198121417324,39.9123834147525,2.65613882710657e-10,4.35911235227028e-09
"GPX8",4.34497972271777,-1.6620695702441,39.8286801074041,2.7724399875033e-10,4.54609069745734e-09
"RP11.129B9.1",5.19946188013294,-1.9524508469002,39.7990683493863,2.81479338661353e-10,4.61159787550646e-09
"CDK6",-0.920682704670425,8.14143443469854,39.7785882672259,2.84446416185961e-10,4.65623250386319e-09
"SH3PXD2B",1.85542833616175,0.0890933744940235,39.7314528179131,2.91394727634588e-10,4.76590609519997e-09
"CAPN6",4.2294893967544,-1.73844454158028,39.7116716890136,2.94361076262547e-10,4.81032133568737e-09
"GLIPR2",0.904607775029305,4.83958910033954,39.7090844704984,2.9475128066061e-10,4.81259856976494e-09
"RP11.256K7.1",4.29340580795519,-1.68980947635536,39.6686530077195,3.00916870048733e-10,4.90909026520829e-09
"MET",2.44362799944953,-0.894527439130536,39.5796580571404,3.14946850934307e-10,5.13360691178817e-09
"LHX6",3.02459914896792,-1.29667940288498,39.5624505845883,3.17734220045004e-10,5.17464432221003e-09
"NCS1",-0.914383772558543,5.76582654072882,39.5370113721309,3.21900323787138e-10,5.23804725348282e-09
"SLC25A39P1",5.04705678256318,-1.92878441886279,39.5128607300612,3.25905993383891e-10,5.2987343076864e-09
"GCNT1",-1.02309405991628,3.2288859222541,39.5009984450704,3.27891730219032e-10,5.32650537193236e-09
"RP4.778K6.1",4.63214276608062,-1.76230592613169,39.4555790541223,3.35607523011505e-10,5.44654099195067e-09
"AGFG1",-0.907058133612945,6.50843708696402,39.4541760526079,3.35848735651689e-10,5.44654099195067e-09
"EIF2S2P3",2.74559844623139,-1.04646452700098,39.4457061258332,3.37308628632355e-10,5.46559631783085e-09
"HSPA8P8",1.24940322322546,1.44373015842515,39.429251187104,3.40163019042581e-10,5.50719621968939e-09
"OLA1P1",1.52967657541408,0.448892463765111,39.3436020039073,3.55415520325794e-10,5.74928057120603e-09
"BIRC3",-0.888136781041883,7.60649688898268,39.3152537027327,3.60613150446478e-10,5.82844422183292e-09
"EBF1",2.62510594627248,-1.04188340464441,39.2916742920226,3.6499433431528e-10,5.89428981804599e-09
"SPATA6",2.58921687393952,-0.968034686568638,39.2764780170064,3.67846083249751e-10,5.93534659978677e-09
"PHBP10",2.89187355155278,-1.28973370861366,39.2715472536142,3.68776180203482e-10,5.94535379596958e-09
"EDARADD",-1.68711957529422,0.0133770102501287,39.2130704893614,3.79987927779887e-10,6.12096422708408e-09
"HNRNPKP4",1.21652844869085,1.44879849588481,39.1702114641784,3.88421424385029e-10,6.25156461982112e-09
"MFSD2A",-0.919800323335635,4.46509817771645,39.1441105939451,3.93648914486835e-10,6.33038929122375e-09
"GPR68",0.952795256121829,4.25287780786137,39.0869700159922,4.05340244701974e-10,6.51294187153046e-09
"NEO1",1.12698055302453,1.93443443161894,39.0346976365951,4.16339728485611e-10,6.68408174978782e-09
"RP11.432F4.2",3.58219359710294,-1.56673029498229,39.0138049740162,4.20819234716011e-10,6.75034867727982e-09
"RP11.220D10.1",3.82011241972111,-1.61019634517493,39.0007106123668,4.23651305456145e-10,6.79010049722318e-09
"NAP1L1P1",1.7900826587556,0.174911798122597,38.9447741119533,4.35965791963645e-10,6.98163916429259e-09
"HMGB1P24",2.56480580572916,-1.01998963475859,38.9025246605602,4.45504066052575e-10,7.12843661986543e-09
"COL5A2",1.11726580565858,1.99634603233689,38.7834944166507,4.73514905430767e-10,7.57031955057438e-09
"GOLGA7B",1.11041725479576,3.07823847136193,38.7400544621383,4.84170905703654e-10,7.73423715730607e-09
"IGF2BP3",2.0688583030707,-0.400159726730739,38.7371479638149,4.84892391596233e-10,7.73931824689994e-09
"CD226",-1.04591939559697,4.54413843561746,38.7232725376713,4.88351578984414e-10,7.78805074215792e-09
"FBXW11",-0.894695960337109,5.69427251730323,38.6674420175092,5.02521815437631e-10,8.00737627007553e-09
"ZFHX3",1.23589610141688,1.32304863717447,38.553971022132,5.32602938405892e-10,8.47965757121746e-09
"SEMA5A",3.10891836829918,-1.42040667272259,38.5048768236621,5.46170361650258e-10,8.68845637500846e-09
"UBE2NL",2.82912993373879,-1.15761789268108,38.4946805539087,5.49031257463596e-10,8.72673129613844e-09
"HSPA8P20",3.88935590017421,-1.72947508635273,38.4156804773301,5.71711806352118e-10,9.0790055362204e-09
"CTC.575D19.1",1.00019083596307,3.08112569903272,38.4142172781147,5.72140614714123e-10,9.0790055362204e-09
"RGS12",1.6204641639871,0.405013532389145,38.3470322585014,5.92180777511837e-10,9.38924645997074e-09
"RP11.12M9.4",0.996458021787192,3.2191135542469,38.3133356201959,6.02495033788858e-10,9.54489448657246e-09
"DUSP5",-0.881847290437101,5.16608180571417,38.3060625033929,6.04744767194789e-10,9.57263065893732e-09
